"","T","TF","MeanDecreaseAccuracy","MeanDecreaseGini","features"
"1",0.0425907425907426,0.0147191414424182,0.0202493033661865,0.692248112822539,"OTU_100"
"2",0.0281385281385281,0.0121434121434121,0.0162282162282162,0.567195439768161,"OTU_70"
"3",0.0231435231435231,0.00557224161120265,0.00980473350603221,0.554073706050425,"OTU_54"
"4",0.0209124209124209,0.00824845595075365,0.0110708597097208,0.434531202189731,"OTU_2"
"5",0.0197992483706769,0.0103440071971541,0.0128721458590119,0.469431530020506,"OTU_112"
"6",0.0170662670662671,0.00484257389851795,0.00777407601833176,0.421583379543769,"OTU_200"
"7",0.0166024451738737,0.00588433932589777,0.0080316231664883,0.460491232715639,"OTU_69"
"8",0.0145354645354645,0.00314496803008292,0.00561499495065929,0.235503641934711,"OTU_470"
"9",0.0105894105894106,0.00398861600160301,0.00538299806531575,0.274735615747019,"OTU_109"
"10",0.0101731601731602,0.00347560087819828,0.00508380785603563,0.272691434439686,"OTU_282"
"11",0.00829170829170829,0.00372055794133716,0.00484268755997028,0.206705874640657,"OTU_75"
"12",0.00780885780885781,0.00301851827825854,0.00399823286936174,0.210411001840787,"OTU_130"
"13",0.00775890775890776,0.00448173759862072,0.00523206397332272,0.301722702546964,"OTU_124"
"14",0.00759240759240759,0.00202777020958839,0.00321799217021642,0.201170238255784,"OTU_191"
"15",0.00745920745920746,0.00142440532050922,0.00280696659318038,0.129807047612462,"OTU_21"
"16",0.00687645687645688,0.0023294166151309,0.00365965203627541,0.184566822898491,"OTU_134"
"17",0.00597735597735598,0.00206197121781537,0.00277229870871523,0.173780359134457,"OTU_107"
"18",0.00471195471195471,0.0036598322312608,0.00391669463847286,0.19398317742365,"OTU_113"
"19",0.00452880452880453,0.0029605315319601,0.00335222553004771,0.142172505645082,"OTU_119"
"20",0.0043956043956044,0.00195720585330975,0.00269382632019995,0.196222024382994,"OTU_29"
"21",0.00434565434565435,0.00302450075177348,0.00326643053915781,0.14154138459234,"OTU_61"
"22",0.00432900432900433,0.00134234452416271,0.00195741654283113,0.097595709174348,"OTU_8"
"23",0.00417915417915418,0.00249710606853464,0.00296692984005671,0.130289566451122,"OTU_85"
"24",0.00386280386280386,0.00102867218251834,0.00153506167492181,0.0859569802296193,"OTU_173"
"25",0.00344655344655345,0.00145849821174497,0.00189251446743954,0.117939722283654,"OTU_62"
"26",0.00337757480614623,0.000477300477300477,0.00106536819823533,0.0452561175088648,"OTU_464"
"27",0.00303981732553161,0.00117433071978527,0.00172950592531012,0.12433232900483,"OTU_91"
"28",0.002997002997003,0.000699300699300699,0.00112006430687749,0.0550642539278903,"OTU_207"
"29",0.00298035298035298,0.00183982683982684,0.00227949983194738,0.179127930848579,"OTU_37"
"30",0.00284239569953856,0.00313546482377651,0.0029790943876858,0.158175018454739,"OTU_146"
"31",0.00283050283050283,0.000657603579681502,0.000890775890775891,0.0519009812813835,"OTU_122"
"32",0.0027972027972028,0.00136728351014065,0.00177083988272799,0.137694623983335,"OTU_96"
"33",0.00278055278055278,0.00147035504178361,0.00188029863354539,0.0693215396381645,"OTU_71"
"34",0.00266400266400266,0.000306836021121735,0.000697787061423425,0.0450298442582474,"OTU_202"
"35",0.00256410256410256,0.00147118393871641,0.00185394442387449,0.129230026550206,"OTU_156"
"36",0.0024975024975025,0.00183784469498755,0.00206314664356622,0.0882346644051244,"OTU_11"
"37",0.00244755244755245,0.000170104066207962,0.000666970946691227,0.0574155047914984,"OTU_154"
"38",0.00233100233100233,0.00159933861232563,0.00173001047126921,0.0751648886354866,"OTU_18"
"39",0.00226440226440226,0,0.000840501489852139,0.0222800684164321,"OTU_105"
"40",0.00224775224775225,0.000289861653498017,0.000788422366843945,0.0236484102195565,"OTU_104"
"41",0.00224775224775225,0.000339307157488976,0.000593811782622971,0.0358477847591675,"OTU_1141"
"42",0.0020979020979021,0.00208647773582838,0.0021096813054855,0.142775140884314,"OTU_80"
"43",0.00208125208125208,-0.000725465011179297,-0.000170031988213806,0.0408330306057579,"OTU_87"
"44",0.00208125208125208,-0.00015179625569236,0.000413871842443271,0.0163852561579834,"OTU_47"
"45",0.00206460206460206,0.000591580137034682,0.000629168810986993,0.0831987456987457,"OTU_327"
"46",0.00203130203130203,0.00227907013621299,0.00230084600713971,0.109099965674804,"OTU_186"
"47",0.00201465201465201,0.000790875790875791,0.00115735080770046,0.0225847778595031,"OTU_101"
"48",0.001998001998002,0.0004995004995005,0.000715096868943023,0.0260755270370655,"OTU_88"
"49",0.001998001998002,-0.000201818383636565,9.08182726364545e-05,0.0344890393114228,"OTU_15"
"50",0.001998001998002,8.32500832500833e-05,0.000420092727785035,0.022529415029415,"OTU_231"
"51",0.00178155178155178,0.00120636938818757,0.00122388434076746,0.0701217624403135,"OTU_74"
"52",0.00174825174825175,0.00136926565497994,0.00136000363273091,0.0624741116557059,"OTU_78"
"53",0.0016983016983017,0.000916111305721695,0.00104243630717157,0.0600611902435079,"OTU_219"
"54",0.00166500166500167,-0.000250254795709341,6.27577550654474e-05,0.028362924953834,"OTU_182"
"55",0.00166500166500166,0.00119526937708756,0.00125643587182049,0.0386458382886954,"OTU_77"
