#OTUId,1.AV_214,3.AV_209,5.AV_249,591.tg.f,592.flox.f,593.tg.f,594.tg.f,599.wt.f,603.wt.f,606.wt.f,613.flox.f,616.wt.f,621.wt.f,622.wt.f,628.flox.f,629.flox.f,634.flox.f,635.tg.f,669.flox.f,670.tg.f,7.AV_360,727.tg.f,728.flox.f,772.flox.m,773.tg.m,774.tg.m,776.tg.f,779.flox.m,780.flox.m,781.flox.m,782.tg.m,783.flox.m,786.wt.m,788.wt.m,821.wt.m,822.wt.m,830.tg.m,831.flox.m,834.wt.m,835.wt.m,900.tg.m,903.tg.m
OTU_3,17.806402727789354,0.10080645161290322,0.08509029025243453,9.690641163267298,6.046414091989375,11.826334014028234,5.47249907715024,2.576489533011272,5.798665620094192,11.77661238384396,4.201362604087812,5.063412759415834,6.792519407198307,8.323236089104297,8.770987239758227,13.745210727969349,7.100320659642693,1.3892773892773893,8.32173307812772,15.163934426229508,9.05639307649358,5.400163331972234,10.774276115821468,1.3105127470638784,0.13210039630118892,0.20159354900643178,7.745851881829219,5.621014693651234,0.4204159905590795,2.618210238374365,0.163322445170322,6.124902751255393,0.050085144746068316,8.691449160734686,11.764134447250825,0.7582938388625592,4.51910094511953,7.166717279076829,7.197129590544534,3.6495093819934583,12.477745955569317,14.219167621229477
OTU_4,0.1515438530024626,0.05040322580645161,5.105417415146071,4.274421781984971,0.6221165944359011,4.687916185740922,2.37172388335179,1.506786289394985,1.2656985871271587,0.9016468856380532,0.09084027252081757,0.23059185242121444,0.5381086803105152,0.605834653742194,0.10745466756212223,0.034209085933223866,0.07634753397465262,19.757575757575758,0.039150861318949015,6.7422050787528125,3.7520938023450587,4.991833401388321,0.335946248600224,0.014322543683758236,9.39564068692206,1.12316405875012,1.084581141238365,0.7624064319378985,1.0326006785661601,0.023446658851113716,2.5509410483745527,0.37484970648560717,0.42071521586697386,0.052728710783021354,0.893724499708568,0.8530805687203792,1.3660551187356047,0.17461281506225326,1.5829463908822288,0.7144086761921157,1.2075238021518693,1.6800305460099274
OTU_7,21.76548588747869,0.0,0.0,0.009758953840148335,14.553334265343212,19.621770398650447,10.834256183093393,0.0,0.0,0.0,0.06813020439061317,12.096464258262875,10.144671841919548,15.229751141765309,0.0,0.006841817186644773,0.0,0.0,0.004350095702105447,0.0,0.15633724176437744,0.0,0.0,0.07877399026067029,0.0,0.009599692809830085,1.0441116956697694,0.0,0.0,0.0,0.0,1.7964495367423439,0.0,0.0,4.050903438896444,0.0,12.628067667381464,0.045551169146674765,13.676656817222456,0.3787226717163023,0.0077405371932812135,0.007636502481863307
OTU_24,0.6630043568857739,0.6930443548387096,0.7941760423560555,0.40011710744608175,0.4403746679714805,0.18645121193287756,0.20302694721299372,1.7023234414538762,0.8339874411302983,1.1592602815346398,0.9462528387585163,0.893543428132206,1.023288637967537,1.0998229098704446,0.5171255876427132,0.8483853311439519,0.3817376698732631,0.5221445221445221,0.8917696189316165,0.5303760848601736,0.49134561697375767,0.29603919967333603,0.8398656215005599,0.8020624462904612,0.4953764861294584,0.451185562062014,0.914609469850263,0.7901303021901858,0.840831981118159,0.43767096522078935,0.5366308912739151,0.9689511280854375,0.34057898427326455,0.6854732401792776,0.5634350106858365,1.0268562401263823,0.6671431975220395,1.2374734284846645,1.044744617982271,3.1330693751075915,0.37154578527749826,1.3134784268804887
OTU_1,7.690850539874976,7.321068548387097,7.2137657180675046,5.952961842490485,4.033272752691179,5.40708514605345,4.992617201919527,7.69496204278813,15.669152276295133,5.713497101849296,4.155942467827403,3.0649500384319754,1.0144671841919548,2.3394538167583185,2.847548690396239,5.316091954022989,2.458390593983814,2.7505827505827507,3.832434313554898,4.885888781742205,6.566164154103853,7.390771743568804,4.727243641017437,10.383844170724721,6.522457067371202,11.097244888163578,9.858356940509916,2.6337676739672857,4.860598908393569,1.7506838608831574,7.04619692020532,3.3595020864276117,4.928378243013122,3.603128570173126,4.478336895278803,5.560821484992101,4.558811849733937,3.3328272092317035,1.941747572815534,6.326390084351868,3.2045823980184225,3.260786559755632
OTU_30,2.140556923659784,0.6048387096774194,0.2836343008414484,1.161315506977652,0.20970222284356213,0.870105655686762,0.6736803248431156,0.9201748332183115,0.5788854003139717,0.892446407213175,0.41635124905374715,0.8358954650269024,0.9880028228652082,0.34485972597632586,0.9402283411685695,0.9168035030103996,0.8092838601313178,0.1864801864801865,1.4094310074821645,1.012536162005786,0.8040201005025126,0.8779093507554103,0.2719564869620861,0.8092237181323403,1.238441215323646,1.0847652875107996,0.7527316875758802,0.38120321596894924,0.13276294438707775,0.6096131301289566,1.726551563229118,1.0962585755711154,0.10017028949213663,0.7909306617453203,0.21371672819117932,0.48183254344391785,1.5963783654991661,0.5466140297600972,0.9814267623469819,0.7574453434326046,0.6037619010759346,0.6032836960672012
OTU_580,0.24625876112900172,0.4410282258064516,0.0,0.0,0.01398014818957081,0.0,0.0,0.09201748332183114,0.18642072213500785,0.0,0.10598031794095382,0.0,0.008821453775582216,0.0,0.0,0.0,0.015269506794930525,0.018648018648018648,0.0565512441273708,0.0,0.2568397543271915,0.0,0.18397056470964646,0.057290174735032943,0.03302509907529723,0.07679754247864068,0.0,0.06237870806764624,0.1475143826523086,0.0,0.007777259293824856,0.021217907914279653,0.39066412901933284,0.07030494771069513,0.019428793471925394,0.007898894154818325,0.015884361845762845,0.0,0.031658927817644573,0.00860733344809778,0.030962148773124854,0.015273004963726614
OTU_36,1.2123508240197007,2.2807459677419355,0.8130849957454855,0.2830096613643017,0.37746400111841183,0.3107520198881293,0.2768549280177187,0.13802622498274672,0.15698587127158556,1.1132578894102494,1.044663133989402,2.2674865488086087,1.0497529992942838,0.8295274489700811,1.7125587642713231,1.2110016420361247,1.1757520232096503,0.13053613053613053,0.8656690447189839,0.08839601414336226,0.8710217755443886,0.4593711719069008,1.0238361862102063,1.6470925236321972,0.3467635402906209,0.28799078429490255,0.46944556859571024,1.032714166897699,1.2759994099424694,1.2504884720593983,0.9488256338466324,0.8204257726854799,1.482520284483622,1.4236751911415766,0.7382941519331649,0.2764612954186414,0.262091970455087,0.994533859702399,0.6964964119881807,0.19796866930624893,0.6037619010759346,0.5498281786941581
OTU_68,0.018942981625307824,0.10080645161290322,0.10399924364186443,0.15614326144237337,0.1398014818957081,0.0,0.009228497600590625,0.11502185415228894,0.02943485086342229,0.05520287054926856,0.03785011355034065,0.23059185242121444,0.17642907551164433,0.018641066268990585,0.09402283411685695,0.14367816091954022,0.16796457474423576,0.13053613053613053,0.09135200974421437,0.024108003857280617,0.12283640424343942,0.030624744793793384,0.09598464245720685,0.08593526210254941,0.016512549537648614,0.10559662090813093,0.12140833670578713,0.11782644857222069,0.0737571913261543,0.13286440015631107,0.11665888940737285,0.09901690359997171,0.1903235500350596,0.1142455400298796,0.05828638041577618,0.0631911532385466,0.2382654276864427,0.07591861524445793,0.04221190375685943,0.1205026682733689,0.03870268596640607,0.35891561664757543
OTU_88,0.49251752225800344,0.22681451612903225,0.2836343008414484,0.11710744608178003,0.06990074094785405,0.3018733907484684,0.4706533776301218,0.47158960202438466,0.11773940345368916,0.20241052534731807,0.05299015897047691,0.1921598770176787,0.1587861679604799,0.12116693074843882,0.6715916722632639,0.150519978106185,0.4428156970529852,0.06526806526806526,0.243605359317905,0.19286403085824494,0.15633724176437744,0.29603919967333603,0.1919692849144137,0.15038670867946147,0.3963011889035667,0.22079293462609195,0.2751922298664508,0.1455503188245079,0.1991444165806166,0.21101992966002345,0.1244361487011977,0.14145271942853102,0.26044275267955524,0.14060989542139027,0.18457353798329124,0.22906793048973143,0.32562941783813837,0.22016398420892802,0.28493035035880115,1.0414873472198314,0.108367520705937,0.2596410843833524
