OTU_2,gi|645321193|ref|NR_118219.1|,OTU_2,NR_118219.1,94.527,402,22,0,1,402,359,760,8.05e-178,621
OTU_2,gi|631251953|ref|NR_113151.1|,OTU_2,NR_113151.1,94.059,404,20,4,1,402,365,766,1.74e-174,610
OTU_2,gi|343202833|ref|NR_043318.1|,OTU_2,NR_043318.1,94.059,404,20,4,1,402,351,752,1.74e-174,610
OTU_2,gi|672239000|ref|NR_125589.1|,OTU_2,NR_125589.1,93.781,402,25,0,1,402,296,697,8.11e-173,604
OTU_2,gi|631251954|ref|NR_113152.1|,OTU_2,NR_113152.1,93.797,403,23,2,1,402,364,765,8.11e-173,604
OTU_2,gi|507148137|ref|NR_102944.1|,OTU_2,NR_102944.1,93.052,403,26,2,1,402,361,762,8.17e-168,588
OTU_2,gi|507148054|ref|NR_102861.1|,OTU_2,NR_102861.1,93.035,402,28,0,1,402,361,762,8.17e-168,588
OTU_2,gi|631251952|ref|NR_113150.1|,OTU_2,NR_113150.1,93.052,403,26,2,1,402,361,762,8.17e-168,588
OTU_2,gi|636559243|ref|NR_115300.1|,OTU_2,NR_115300.1,93.052,403,26,2,1,402,341,742,8.17e-168,588
OTU_2,gi|343198609|ref|NR_043064.1|,OTU_2,NR_043064.1,93.052,403,26,2,1,402,341,742,8.17e-168,588
OTU_2,gi|343202834|ref|NR_043319.1|,OTU_2,NR_043319.1,92.786,402,29,0,1,402,350,751,1.06e-166,584
OTU_2,gi|631251955|ref|NR_113153.1|,OTU_2,NR_113153.1,92.786,402,29,0,1,402,361,762,3.80e-166,582
OTU_2,gi|219846319|ref|NR_025909.1|,OTU_2,NR_025909.1,91.022,401,34,2,1,400,371,770,6.40e-159,558
OTU_2,gi|939733298|ref|NR_133025.1|,OTU_2,NR_133025.1,91.294,402,35,0,1,402,302,703,3.85e-156,549
OTU_2,gi|1193829129|ref|NR_147372.1|,OTU_2,NR_147372.1,89.578,403,40,2,1,402,366,767,1.82e-144,510
OTU_2,gi|1146059150|ref|NR_145882.1|,OTU_2,NR_145882.1,89.578,403,40,2,1,402,313,714,1.82e-144,510
OTU_2,gi|1116030248|ref|NR_144706.1|,OTU_2,NR_144706.1,89.552,402,42,0,1,402,369,770,1.82e-144,510
OTU_2,gi|631252073|ref|NR_113271.1|,OTU_2,NR_113271.1,89.330,403,41,2,1,402,366,767,8.46e-143,505
OTU_2,gi|631251698|ref|NR_112896.1|,OTU_2,NR_112896.1,89.330,403,41,2,1,402,346,747,8.46e-143,505
OTU_2,gi|974142319|ref|NR_134840.1|;gi|974142320|ref|NR_134841.1|,OTU_2,NR_134840.1,87.313,402,51,0,1,402,355,756,1.86e-129,460
OTU_2,gi|566085307|ref|NR_109309.1|,OTU_2,NR_109309.1,87.097,403,50,2,1,402,336,737,8.64e-128,455
OTU_2,gi|219846320|ref|NR_025910.1|,OTU_2,NR_025910.1,86.453,406,47,4,1,402,373,774,6.73e-124,442
OTU_2,gi|566085391|ref|NR_109434.1|,OTU_2,NR_109434.1,85.323,402,59,0,1,402,338,739,4.08e-116,416
OTU_2,gi|636560345|ref|NR_116405.1|,OTU_2,NR_116405.1,85.360,403,57,2,1,402,316,717,4.08e-116,416
OTU_2,gi|1230874642|ref|NR_148803.1|,OTU_2,NR_148803.1,85.075,402,60,0,1,402,346,747,1.90e-114,411
OTU_2,gi|959494928|ref|NR_133791.1|,OTU_2,NR_133791.1,85.112,403,58,2,1,402,358,759,1.90e-114,411
OTU_2,gi|566085208|ref|NR_109019.1|,OTU_2,NR_109019.1,85.075,402,60,0,1,402,247,648,1.90e-114,411
